file	line	occurrences	classification
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	31	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	32	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	45	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	53	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	61	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	71	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	76	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	77	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	81	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	85	2	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	98	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	104	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	106	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	108	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	110	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	112	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	114	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	116	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	118	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	120	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	122	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	124	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	126	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	128	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	130	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	132	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	134	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	136	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	138	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	140	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	142	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	144	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	146	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	148	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	150	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	152	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	154	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	156	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	158	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	160	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	162	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	164	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	166	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	168	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	170	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	172	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	174	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	176	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	178	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	180	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	182	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	184	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	186	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	188	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	190	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	192	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	194	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	196	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	198	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	200	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	202	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	204	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	206	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	208	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	210	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	212	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	214	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	216	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	218	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	220	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	222	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	224	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	226	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	233	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	234	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	236	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	238	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	240	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	241	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	243	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	246	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	250	2	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	251	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	253	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	254	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	256	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	257	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	260	2	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	261	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	262	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	263	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	268	3	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	275	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	277	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	280	2	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	284	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	296	2	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	300	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	301	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	309	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	311	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	313	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	333	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	336	3	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	337	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	338	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	342	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	345	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	352	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	363	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	366	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	367	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	370	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	373	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	384	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	391	3	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	392	2	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	396	3	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	397	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	398	3	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	399	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	400	4	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	401	3	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	402	3	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	403	3	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	404	3	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	405	3	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	406	3	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	407	2	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	410	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	412	2	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	413	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	415	2	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	418	4	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	419	4	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	420	3	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	421	3	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	423	3	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	424	3	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	425	3	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	427	2	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	428	4	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	429	3	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	432	2	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	433	3	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	434	3	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	435	3	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	436	3	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	437	3	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	438	3	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	440	3	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	441	3	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	443	3	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	444	3	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	446	3	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	447	5	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	448	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	449	3	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	450	4	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	452	3	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	453	3	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	454	3	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	455	3	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	457	2	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	458	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	460	3	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	461	3	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	462	3	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	463	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	466	2	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	467	2	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	469	2	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	470	3	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	471	4	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	473	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	477	2	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	478	3	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	479	3	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	480	3	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	481	3	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	483	3	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	484	3	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	485	3	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	486	5	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	487	6	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	488	4	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	489	3	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	490	3	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	491	3	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	492	3	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	493	3	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	496	3	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	497	3	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	499	2	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	500	3	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	502	2	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	503	3	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	504	3	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	505	3	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	506	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	507	3	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	509	2	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	510	3	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	512	3	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	513	3	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	515	3	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	516	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	517	3	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	519	2	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	520	3	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	522	3	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	523	3	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	524	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	529	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	545	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	575	2	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	598	2	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	605	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	607	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	609	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	611	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	618	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	640	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	651	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	663	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	666	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	671	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	704	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	706	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	708	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	710	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	712	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	714	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	716	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	718	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	720	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	738	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	757	2	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	781	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	782	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	784	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	790	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	794	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	802	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	813	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	863	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	892	3	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	899	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	917	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	919	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/NagramSettingsController.swift	941	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/Sources/NagramSliderItem.swift	12	1	comment / rebase marker / provenance
SpaceGram/Enhancements/SettingsUI/Sources/NagramSliderItem.swift	17	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/Sources/NagramSliderItem.swift	46	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/Sources/NagramSliderItem.swift	60	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/Sources/NagramSliderItem.swift	73	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/Sources/NagramSliderItem.swift	86	1	active code / compatibility or external contract
SpaceGram/Enhancements/SettingsUI/Sources/NagramSliderItem.swift	152	1	active code / compatibility or external contract
SpaceGram/Enhancements/TelegramSettingsCloudSync/BUILD	3	1	Bazel module / dependency / provenance
SpaceGram/Enhancements/TelegramSettingsCloudSync/BUILD	5	1	Bazel module / dependency / provenance
SpaceGram/Enhancements/TelegramSettingsCloudSync/BUILD	6	1	Bazel module / dependency / provenance
SpaceGram/Enhancements/TelegramSettingsCloudSync/BUILD	14	1	Bazel module / dependency / provenance
SpaceGram/Enhancements/TelegramSettingsCloudSync/Sources/NagramTelegramSettingsCloudSync.swift	2	1	active code / compatibility or external contract
SpaceGram/Enhancements/TelegramSettingsCloudSync/Sources/NagramTelegramSettingsCloudSync.swift	8	1	active code / compatibility or external contract
SpaceGram/Enhancements/TelegramSettingsCloudSync/Sources/NagramTelegramSettingsCloudSync.swift	9	1	active code / compatibility or external contract
SpaceGram/Enhancements/TelegramSettingsCloudSync/Sources/NagramTelegramSettingsCloudSync.swift	16	1	active code / compatibility or external contract
SpaceGram/Enhancements/TelegramSettingsCloudSync/Sources/NagramTelegramSettingsCloudSync.swift	79	1	active code / compatibility or external contract
SpaceGram/Enhancements/TelegramSettingsCloudSync/Sources/NagramTelegramSettingsCloudSync.swift	181	1	active code / compatibility or external contract
SpaceGram/Enhancements/Translate/BUILD	3	1	Bazel module / dependency / provenance
SpaceGram/Enhancements/Translate/BUILD	5	1	Bazel module / dependency / provenance
SpaceGram/Enhancements/Translate/BUILD	6	1	Bazel module / dependency / provenance
SpaceGram/Enhancements/Translate/BUILD	14	1	Bazel module / dependency / provenance
SpaceGram/Enhancements/Translate/Sources/NagramExternalTranslateProviders.swift	2	1	active code / compatibility or external contract
SpaceGram/Enhancements/Translate/Sources/NagramExternalTranslateProviders.swift	6	2	comment / rebase marker / provenance
SpaceGram/Enhancements/Translate/Sources/NagramExternalTranslateProviders.swift	7	2	active code / compatibility or external contract
SpaceGram/Enhancements/Translate/Sources/NagramExternalTranslateProviders.swift	14	1	active code / compatibility or external contract
SpaceGram/Enhancements/Translate/Sources/NagramExternalTranslateProviders.swift	16	1	active code / compatibility or external contract
SpaceGram/Enhancements/Translate/Sources/NagramExternalTranslateProviders.swift	18	1	active code / compatibility or external contract
SpaceGram/Enhancements/Translate/Sources/NagramExternalTranslateProviders.swift	20	1	active code / compatibility or external contract
SpaceGram/Enhancements/Translate/Sources/NagramExternalTranslateProviders.swift	22	1	active code / compatibility or external contract
SpaceGram/Enhancements/Translate/Sources/NagramExternalTranslateProviders.swift	28	2	active code / compatibility or external contract
SpaceGram/Enhancements/Translate/Sources/NagramExternalTranslateProviders.swift	37	1	active code / compatibility or external contract
SpaceGram/Enhancements/Translate/Sources/NagramExternalTranslateProviders.swift	50	1	active code / compatibility or external contract
SpaceGram/Enhancements/Translate/Sources/NagramExternalTranslateProviders.swift	62	1	active code / compatibility or external contract
SpaceGram/Enhancements/Translate/Sources/NagramExternalTranslateProviders.swift	68	1	active code / compatibility or external contract
SpaceGram/Enhancements/Translate/Sources/NagramExternalTranslateProviders.swift	71	1	active code / compatibility or external contract
SpaceGram/Enhancements/Translate/Sources/NagramExternalTranslateProviders.swift	76	1	active code / compatibility or external contract
